Account,Oracle Super Category,Oracle Category,PRISM Commodity Level 1,PRISM Commodity Level 2,PRISM Commodity Level 3,PRISM Commodity Level 4,PRISM Commodity Level 5,iProc Product Category,PRISM Commodity Name,Category Name,Commodity Level,Account,Financial Class,Special Reporting,Purchase Type,Change Type
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Disinfect Tubing 3 (6800),,SPARE PARTS - DISINFECT TUBING 3,Spare Parts - Disinfect Tubing 3 (6800),Spare Parts - Disinfect Tubing 3 ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Double Spout (6800),,SPARE PARTS - DOUBLE SPOUT,Spare Parts - Double Spout (6800),Spare Parts - Double Spout ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Dual Port Valve Assy (6800),,SPARE PARTS - DUAL PORT VALVE ASSY,Spare Parts - Dual Port Valve Assy (6800),Spare Parts - Dual Port Valve Assy ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Eeprom (6800),,SPARE PARTS - EEPROM,Spare Parts - Eeprom (6800),Spare Parts - Eeprom ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Eprom (6800),,SPARE PARTS - EPROM,Spare Parts - Eprom (6800),Spare Parts - Eprom ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Ethernet Interface Board (6800),,SPARE PARTS - ETHERNET INTERFACE BOARD,Spare Parts - Ethernet Interface Board (6800),Spare Parts - Ethernet Interface Board ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Flange (6800),,SPARE PARTS - FLANGE,Spare Parts - Flange (6800),Spare Parts - Flange ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Float Switch (6800),,SPARE PARTS - FLOAT SWITCH,Spare Parts - Float Switch (6800),Spare Parts - Float Switch ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Fork Light Barrier (6800),,SPARE PARTS - FORK LIGHT BARRIER,Spare Parts - Fork Light Barrier (6800),Spare Parts - Fork Light Barrier ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Front Panel (6800),,SPARE PARTS - FRONT PANEL,Spare Parts - Front Panel (6800),Spare Parts - Front Panel ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Front Panel Board (6800),,SPARE PARTS - FRONT PANEL BOARD,Spare Parts - Front Panel Board (6800),Spare Parts - Front Panel Board ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Gear Pump (6800),,SPARE PARTS - GEAR PUMP,Spare Parts - Gear Pump (6800),Spare Parts - Gear Pump ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Grommet (6800),,SPARE PARTS - GROMMET,Spare Parts - Grommet (6800),Spare Parts - Grommet ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Ground (6800),,SPARE PARTS - GROUND,Spare Parts - Ground (6800),Spare Parts - Ground ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Guide (6800),,SPARE PARTS - GUIDE,Spare Parts - Guide (6800),Spare Parts - Guide ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Heat Exchanger (6800),,SPARE PARTS - HEAT EXCHANGER,Spare Parts - Heat Exchanger (6800),Spare Parts - Heat Exchanger ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Hinge (6800),,SPARE PARTS - HINGE,Spare Parts - Hinge (6800),Spare Parts - Hinge ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Hydro Chamber (6800),,SPARE PARTS - HYDRO CHAMBER,Spare Parts - Hydro Chamber (6800),Spare Parts - Hydro Chamber ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Hydroblock (6800),,SPARE PARTS - HYDROBLOCK,Spare Parts - Hydroblock (6800),Spare Parts - Hydroblock ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Infusion Pole (6800),,SPARE PARTS - INFUSION POLE,Spare Parts - Infusion Pole (6800),Spare Parts - Infusion Pole ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Insert (6800),,SPARE PARTS - INSERT,Spare Parts - Insert (6800),Spare Parts - Insert ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Insulator (6800),,SPARE PARTS - INSULATOR,Spare Parts - Insulator (6800),Spare Parts - Insulator ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Jug Holder (6800),,SPARE PARTS - JUG HOLDER,Spare Parts - Jug Holder (6800),Spare Parts - Jug Holder ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Jug Wand (6800),,SPARE PARTS - JUG WAND,Spare Parts - Jug Wand (6800),Spare Parts - Jug Wand ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Jumper (6800),,SPARE PARTS - JUMPER,Spare Parts - Jumper (6800),Spare Parts - Jumper ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Kit (6800),,SPARE PARTS - KIT,Spare Parts - Kit (6800),Spare Parts - Kit ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Latch (6800),,SPARE PARTS - LATCH,Spare Parts - Latch (6800),Spare Parts - Latch ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Level Detector Assy (6800),,SPARE PARTS - LEVEL DETECTOR ASSY,Spare Parts - Level Detector Assy (6800),Spare Parts - Level Detector Assy ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Lithium 3V Coin Cell Battery (6800),,SPARE PARTS - LITHIUM 3V COIN CELL BATTERY,Spare Parts - Lithium 3V Coin Cell Battery (6800),Spare Parts - Lithium 3V Coin Cell Battery ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Loading Pressure Valve (6800),,SPARE PARTS - LOADING PRESSURE VALVE,Spare Parts - Loading Pressure Valve (6800),Spare Parts - Loading Pressure Valve ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Lockwasher (6800),,SPARE PARTS - LOCKWASHER,Spare Parts - Lockwasher (6800),Spare Parts - Lockwasher ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Loctite (6800),,SPARE PARTS - LOCTITE,Spare Parts - Loctite (6800),Spare Parts - Loctite ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Luer Lock (6800),,SPARE PARTS - LUER LOCK,Spare Parts - Luer Lock (6800),Spare Parts - Luer Lock ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Lug (6800),,SPARE PARTS - LUG,Spare Parts - Lug (6800),Spare Parts - Lug ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Magnet (6800),,SPARE PARTS - MAGNET,Spare Parts - Magnet (6800),Spare Parts - Magnet ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Manometer (6800),,SPARE PARTS - MANOMETER,Spare Parts - Manometer (6800),Spare Parts - Manometer ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Manometer Connection (6800),,SPARE PARTS - MANOMETER CONNECTION,Spare Parts - Manometer Connection (6800),Spare Parts - Manometer Connection ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Med Supplies (6800),,SPARE PARTS - MED SUPPLIES,Spare Parts - Med Supplies (6800),Spare Parts - Med Supplies ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Membrane (6800),,SPARE PARTS - MEMBRANE,Spare Parts - Membrane (6800),Spare Parts - Membrane ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Metal Disk (6800),,SPARE PARTS - METAL DISK,Spare Parts - Metal Disk (6800),Spare Parts - Metal Disk ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Microswitch (6800),,SPARE PARTS - MICROSWITCH,Spare Parts - Microswitch (6800),Spare Parts - Microswitch ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Module (6800),,SPARE PARTS - MODULE,Spare Parts - Module (6800),Spare Parts - Module ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Motor (6800),,SPARE PARTS - MOTOR,Spare Parts - Motor (6800),Spare Parts - Motor ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Mount (6800),,SPARE PARTS - MOUNT,Spare Parts - Mount (6800),Spare Parts - Mount ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Mounting Bracket (6800),,SPARE PARTS - MOUNTING BRACKET,Spare Parts - Mounting Bracket (6800),Spare Parts - Mounting Bracket ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Nipple (6800),,SPARE PARTS - NIPPLE,Spare Parts - Nipple (6800),Spare Parts - Nipple ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - O-Ring (6800),,SPARE PARTS - O-RING,Spare Parts - O-Ring (6800),Spare Parts - O-Ring ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Overlay (6800),,SPARE PARTS - OVERLAY,Spare Parts - Overlay (6800),Spare Parts - Overlay ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Pad (6800),,SPARE PARTS - PAD,Spare Parts - Pad (6800),Spare Parts - Pad ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Paint (6800),,SPARE PARTS - PAINT,Spare Parts - Paint (6800),Spare Parts - Paint ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Pal3 (6800),,SPARE PARTS - PAL3,Spare Parts - Pal3 (6800),Spare Parts - Pal3 ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Pal4 (6800),,SPARE PARTS - PAL4,Spare Parts - Pal4 (6800),Spare Parts - Pal4 ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Panel (6800),,SPARE PARTS - PANEL,Spare Parts - Panel (6800),Spare Parts - Panel ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Phoenix Blood Pump Rotor (6800),,SPARE PARTS - PHOENIX BLOOD PUMP ROTOR,Spare Parts - Phoenix Blood Pump Rotor (6800),Spare Parts - Phoenix Blood Pump Rotor ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Pin (6800),,SPARE PARTS - PIN,Spare Parts - Pin (6800),Spare Parts - Pin ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Pipe (6800),,SPARE PARTS - PIPE,Spare Parts - Pipe (6800),Spare Parts - Pipe ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Plastic Holder (6800),,SPARE PARTS - PLASTIC HOLDER,Spare Parts - Plastic Holder (6800),Spare Parts - Plastic Holder ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Plug (6800),,SPARE PARTS - PLUG,Spare Parts - Plug (6800),Spare Parts - Plug ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Pole (6800),,SPARE PARTS - POLE,Spare Parts - Pole (6800),Spare Parts - Pole ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Potentiometer (6800),,SPARE PARTS - POTENTIOMETER,Spare Parts - Potentiometer (6800),Spare Parts - Potentiometer ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
6800,Other Controllable,Machine MTN & Repair,Dialysis Equipment & Supplies,Dialysis Equipment Repair & Maintenance,R&M Dialysis Machine,Spare Parts - Power (6800),,SPARE PARTS - POWER,Spare Parts - Power (6800),Spare Parts - Power ,L4,6800 - R&M Dialysis Machine,000 - N/A - General,00000 - N/A,Direct,Add
